id,full_text,amount,checked,contract_numbers,DepartmentId,filing_date,createdAt,updatedAt
b3dfc55f-5251-428d-8865-48ac1a7a9d70,"General Dynamics Land Systems, Sterling Heights, Michigan, has been awarded a $9,753,600 firm-fixed-price contract for remote control switches. This is a one-year contract with a one-year option period that is being exercised at time of award. This was a sole-source acquisition using justification 10 U.S .Code 2304(c)(1), as stated in Federal Acquisition Regulation 6.302-1. Locations of performance are Michigan and Florida, with an Aug. 31, 2020, performance completion date. Using military service is Army. Type of appropriation is fiscal 2018 defense working capital funds. The contracting activity is the Defense Logistics Agency Land and Maritime, Warren, Michigan (SPRDL1-18-C-0260).",9753600,f,,5bb902dc-519b-4b26-842e-c9677449c0a1,2018-05-23 20:00:00-04,2018-05-25 13:14:47.95-04,2018-05-25 13:14:47.965-04
189ccf35-dd72-4560-9151-76041799b03c,"TCOM Limited Partnership,* Columbia, Maryland, was awarded a $9,952,000 firm-fixed-price contract for 28 meter aerostat survivability, engineering and technical, logistics, and flight operations support services. One bid was solicited with one bid received. Work will be performed in Afghanistan, with an estimated completion date of Feb. 17, 2019. Fiscal 2018 operations and maintenance (Army) funds in the amount of $9,952,000 were obligated at the time of the award. U.S. Army Contracting Command, Aberdeen Proving Ground, Maryland, is the contracting activity (W56KGY-18-C-0006).",9952000,f,,b58452cc-2990-41f2-9076-8d78dfb46fec,2018-05-17 20:00:00-04,2018-05-25 13:18:48.668-04,2018-05-25 13:18:48.678-04
62d2276a-92af-4a12-8d0f-ccf603365459,"Tetra Tech Inc., Portland, Oregon (W9127N-18-D-0003); MCM Stantec JV, Boise, Idaho (W9127N-18-D-0004); HDR Engineering Inc., Omaha, Nebraska (W9127N-18-D-0005); and AECOM Technical Services Inc., Los Angeles, California (W9127N-18-D-0006), will compete for each order of the $60,000,000 firm-fixed-price contract for architect and engineering services. Bids were solicited via the Internet with nine received. Work locations and funds will be determined with each order, with an estimated completion date of May 23, 2023. U.S. Army Corps of Engineers, Portland, Oregon, is the contracting activity.",60000000,t,,b58452cc-2990-41f2-9076-8d78dfb46fec,2018-05-23 20:00:00-04,2018-05-25 13:14:23.079-04,2018-05-28 15:57:53.327-04
c246b70e-4961-4df1-8ddd-cfb5cf77985f,"Raytheon Missile Systems, Tucson, Arizona, with has been awarded a $13,377,288, firm-fixed-price modification (P00005) to a previously awarded contract (FA8681-18-C0010) for GBU-49 Enhanced Paveway IIs. Work will be performed in Tucson, Arizona, and is expected to be completed by Jan. 31, 2019.  Fiscal 2018 ammunition funds are being obligated at the time of award. This is not a multiyear contract, and total cumulative face value of the contract is $73,764,070. Air Force Life Cycle Management Center, Eglin Air Force Base, Florida, is the contracting activity.",13377288,f,,1eb98c97-72db-4723-881b-abd732de4314,2018-05-23 20:00:00-04,2018-05-25 13:14:53.399-04,2018-05-25 13:14:53.406-04
0afde667-22a0-49dc-b94a-ec031c2ac44f,"Lockheed Martin Corp., Grand Prairie, Texas, was awarded a $282,002,333 modification (P00012) to domestic and foreign military sales (Netherlands; Germany; Japan; Saudi Arabia; Kuwait; Qatar; Taiwan; United Arab Emirates; and Republic of Korea) contract W31P4Q-17-D-0026 for Phased Array Tracking on Radar to Intercept Advanced Capability-3 Missile Support Center post-production support. Work locations and funding will be determined with each order, with an estimated completion date of May 19, 2019. U.S. Army Contracting Command, Redstone Arsenal, Alabama, is the contracting activity.",282002333,f,,b58452cc-2990-41f2-9076-8d78dfb46fec,2018-05-22 20:00:00-04,2018-05-25 13:16:14.655-04,2018-05-25 13:16:14.675-04
ff270723-bd09-42ff-858d-811b0cb2aa4e,"GSINA - Gilbane JV LLC,* Flemington, New Jersey (W9128F-18-D-0025); EA Engineering, Science and Technology Inc.,* Hunt Valley, Maryland (W9128F-18-D-0026); HydroGeoLogic Inc.,* Reston, Virginia (W9128F-18-D-0027); Cape Environmental Management Inc.,* Norcross, Georgia (W9128F-18-D-0028); and TLI - Bay West Joint Venture LLC,* St. Paul, Minnesota (W9128F-18-D-0029), will compete for each order of the $200,000,000 hybrid (cost and firm-fixed-price) contract for Environmental Remediation Services and Military Munitions Response Program. Bids were solicited via the Internet with 18 received. Work locations and funding will be determined with each order, with an estimated completion date of May 22, 2023. U.S. Army Corps of Engineers, Omaha, Nebraska, is the contracting activity.",200000000,f,,b58452cc-2990-41f2-9076-8d78dfb46fec,2018-05-22 20:00:00-04,2018-05-25 13:16:16.429-04,2018-05-25 13:16:16.437-04
c8a92c86-de0d-4650-ba5f-556ea67145a4,"Torch Technologies Inc.,* Huntsville, Alabama, was awarded a $71,894,533 cost-flus-fixed-fee contract for advisory and assistance services to the U.S. Army Space and Missile Defense Command. 23 bids were solicited with two received. Work will be performed in Huntsville, Alabama, with an estimated completion date of May 22, 2023. Fiscal 2018 research, development, test and evaluation funds in the amount of $39,315 were obligated at the time of the award. U.S. Army Contracting Command, Redstone Arsenal, Alabama, is the contracting activity (W9113M-18-F-D009).",71894533,f,,b58452cc-2990-41f2-9076-8d78dfb46fec,2018-05-22 20:00:00-04,2018-05-25 13:16:34.163-04,2018-05-25 13:16:34.166-04
1a765f2d-2752-495e-9ed8-b887d6c234c6,"Alstom Power Inc., Greenwood Village, Colorado, was awarded a $20,000,000 firm-fixed-price contract for repair and/or replacement of deteriorated and/or failed generator components at hydroelectric facilities for the U.S. Corps of Engineers. Bids were solicited via the Internet with one received. Work locations and functions will be determined with each order, with an estimated completion date of May 23, 2023. U.S. Army Corps of Engineers, Mobile, Alabama, is the contracting activity (W91278-18-D-0051).",20000000,f,,b58452cc-2990-41f2-9076-8d78dfb46fec,2018-05-22 20:00:00-04,2018-05-25 13:16:36.634-04,2018-05-25 13:16:36.642-04
f0f83e1b-bb18-4c77-ad97-228923bcf20b,"Raytheon Co., Andover, Massachusetts, was awarded a $10,701,301 modification (P00006) to foreign military sales (Qatar) contract W31P4Q-18-C-0036 to provide technical assistance and new equipment training for the Phased Array Tracking Radar Intercept on Target Missile System. Work will be performed in Doha, Qatar, with an estimated completion date of May 31, 2019. Fiscal 2018 foreign military sales funds in the amount of $10,701,301 were obligated at the time of the award. U.S. Army Contracting Command, Redstone Arsenal, Alabama, is the contracting activity.",10701301,f,,b58452cc-2990-41f2-9076-8d78dfb46fec,2018-05-22 20:00:00-04,2018-05-25 13:16:39.975-04,2018-05-25 13:16:39.985-04
c1cb93f1-d089-44a8-bce9-41d37ff2a14e,"Harper Construction Co. Inc., San Diego, California, is awarded $36,969,520 for firm-fixed-price task order N6247318F4524 under a previously awarded multiple award construction contract (N62473-16-D-1881) for construction of an aircraft maintenance facility and apron in the south combat aircraft loading area at Marine Corps Air Station Yuma.  The facility will consist of four bays and supporting shops, an aircraft maintenance apron to support the adjacent south combat aircraft loading area for both fixed and rotary wing aircraft, the expansion of water, sewer, electrical, and communication utilities, roadways, a wash rack, security fencing, and other infrastructure critical to the mission of the end-user. The project is designed to meet antiterrorism/force protection requirements.  Work will be performed in Yuma, Arizona, and is expected to be completed by June 2020.  Fiscal 2016 military construction (Navy) contract funds in the amount of $36,969,520 are obligated on this award and will not expire at the end of the current fiscal year.  Three proposals were received for this task order.  The Naval Facilities Engineering Command, Southwest, San Diego, California, is the contracting activity. ",36969520,f,,f2417820-c489-4636-8a8e-30502919da04,2018-05-22 20:00:00-04,2018-05-25 13:16:41.873-04,2018-05-25 13:16:41.877-04
c3929fa9-62a0-4895-83e2-d7aa2f4dddc9,"Chromalloy Nevada, Carson City, Nevada, is awarded a $27,490,556 firm-fixed-price, indefinite-delivery/indefinite-quantity services contract for the repair and refurbishment of LM2500 high pressure turbine hot section parts.  Chromalloy will perform inspections of all Navy-provided LM2500 components for serviceability, and use industry-best practices to access the parts for reparability.  The repairs will include water flow inspections, cleaning and stripping of airfoil coating, and employing weld and braze buildup processes in order to return the parts to new part dimensional measurements.  The delivery date of the required supplies will be determined at the individual delivery order level.  Work will be performed in Carson City, Nevada, and is expected to be completed by May 2024.  Fiscal 2018 operations and maintenance (Navy) funds in the amount of $1,334,037 will be obligated at contract award via the first delivery order and will expire at the end of the fiscal year.  This contract was competitively procured via the Federal Business Opportunities website, with two proposals received with one offer awarded.  The Naval Surface Warfare Center Philadelphia Division, Philadelphia, Pennsylvania, is the contracting activity (N64498-18-D-4003). ",27490556,f,,f2417820-c489-4636-8a8e-30502919da04,2018-05-22 20:00:00-04,2018-05-25 13:16:42.921-04,2018-05-25 13:16:42.928-04
488569cb-4d44-4568-b675-ef585789e159,"Aptim Federal Services LLC, Alexandria, Virginia, is awarded a $24,697,759 firm-fixed-price contract for the construction of hardened shelters over and around two Navy petroleum oil lubricant (POL) infrastructure elements at Main Base, Guam.  The work to be performed provides for the construction (design-bid-build) of hardened shelters for two Navy POL infrastructure elements; a new hardened pump house at Tenjo Vista and a new hardened valve vault at Delta/Echo piers.  Work will be performed in Guam, and is expected to be completed by February 2020.  Fiscal 2017 military construction (Navy) contract funds in the amount of $24,697,759 are obligated on this award.  This contract was competitively procured via the Federal Business Opportunities website, with one proposal received.  The Naval Facilities Engineering Command, Pacific, Joint Base Pearl Harbor-Hickam, Hawaii, is the contracting activity (N62742-18-C-1318).",24697759,f,,f2417820-c489-4636-8a8e-30502919da04,2018-05-22 20:00:00-04,2018-05-25 13:16:47.39-04,2018-05-25 13:16:47.393-04
a4830b6b-e18b-4f13-bf6a-03ed00dff7f0,"Onopa Services LLC,* Sanford, Florida, is awarded $8,057,358 for firm-fixed-price task order N4008518F5254 under a previously awarded multiple award construction contract (N40085-15-D-0850) for interior and exterior repairs, Bachelor Enlisted Quarters HP503 at Marine Corps Base, Camp Lejeune.  The work to be performed provides for new interior finishes, major mechanical and electrical renovation, new plumbing fixtures, removal of existing guardrails, new aluminum guardrails, new A-frame roof, expanded laundry room on the first floor, new soffits in all sleeping rooms, a new fire alarm system and incidental related work.  Work will be performed in Jacksonville, North Carolina, and is expected to be completed by July 2019.  Fiscal 2018 operations and maintenance (Marine Corps) contract funds in the amount of $8,057,358 are obligated on this award and will expire at the end of the current fiscal year.  Three proposals were received for this task order.  The Naval Facilities Engineering Command, Mid-Atlantic, Norfolk, Virginia is the contracting activity.  ",8057358,f,,f2417820-c489-4636-8a8e-30502919da04,2018-05-22 20:00:00-04,2018-05-25 13:16:48.733-04,2018-05-25 13:16:48.748-04
fc8151e0-8029-4652-8dab-02f577a4b817,"Petro Star Inc., Anchorage, Alaska, has been awarded a minimum $16,759,146 fixed-price with economic-price-adjustment contract for fuel. This was a competitive acquisition with 50 responses received. This is a 46-month contract with a six-month option period. Location of performance is Alaska, with a March 31, 2022, performance completion date. Using customers are Army, Navy, Air Force, Marine Corps and federal civilian agencies. Type of appropriation is fiscal 2018 through 2022 defense working capital funds. The contracting activity is the Defense Logistics Agency Energy, Fort Belvoir, Virginia (SPE607-18-D-0068).",16759146,f,,5bb902dc-519b-4b26-842e-c9677449c0a1,2018-05-22 20:00:00-04,2018-05-25 13:16:51.645-04,2018-05-25 13:16:51.655-04
406442c7-8050-437b-aca6-324780841d44,"World Fuel Services Inc., Miami, Florida, has been awarded a minimum $8,861,137 fixed-price with economic-price-adjustment contract for fuel. This was a competitive acquisition with 40 responses received. This is a 46-month contract with a six-month option period. Location of performance is American Samoa, with a March 31, 2022, performance completion date. Using customers are Army, Navy, Air Force, Marine Corps and federal civilian agencies. Type of appropriation is fiscal 2018 through 2022 defense working capital funds. The contracting activity is the Defense Logistics Agency Energy, Fort Belvoir, Virginia (SPE607-18-D-0070).",8861137,f,,5bb902dc-519b-4b26-842e-c9677449c0a1,2018-05-22 20:00:00-04,2018-05-25 13:16:54.962-04,2018-05-25 13:16:54.965-04
fa4029a0-58ed-4035-8e4c-0759be874cf0,"Grunley Construction Inc., Rockville, Maryland, is being awarded a $16,283,000 firm-fixed-price contract. This contract will provide construction of a security complex for the Pentagon Force Protection Agency. The complex will house an indoor firing range, K9 unit elements, court liaison, and evidence areas. The requirement also includes the demolition of the North Basin on the Pentagon Reservation. Work will be performed in Arlington, Virginia, with an expected completion date of Aug. 19, 2020. Fiscal  2014 military construction funds in the amount of $16,283,000 are being obligated at time of award. This contract was competitively procured, with four proposals received. The Washington Headquarters Services, Acquisition Directorate, Arlington, Virginia, is the contracting activity (HQ0034-18-C-0042).",16283000,f,,78d30128-5824-4030-9af5-ad02743c2ae3,2018-05-22 20:00:00-04,2018-05-25 13:17:01.839-04,2018-05-25 13:17:01.846-04
3a5c963d-1c30-42b2-9641-e136a04c3077,"General Dynamics Electric Boat Corp., Groton, Connecticut, is being awarded a $16,637,619 cost-plus fixed-fee modification to a previously awarded contract (N00024-10-C-2118) for air conditioning unit component development.  Electric Boat Corp. will procure prototype material and manufacturing for air conditioning units to be used on Block V Virginia class boats.  The work will be performed in York, Pennsylvania (95 percent); and Groton, Connecticut (5 percent), and is expected to be completed by September 2021. Fiscal 2018 research, development, test and evaluation (Navy) funding in the amount of $3,700,995 will be obligated at the time of award and will not expire at the end of the current fiscal year. Supervisor of Shipbuilding Conversion and Repair, Groton, Connecticut, is the contracting activity.",16637619,f,,f2417820-c489-4636-8a8e-30502919da04,2018-05-21 20:00:00-04,2018-05-25 13:17:37.552-04,2018-05-25 13:17:37.558-04
c34a5e5f-1515-4d3a-9687-76e364107f38,"Strategic Analysis Inc., Arlington, Virginia, was awarded a $14,499,589 firm-fixed price contract. This contract provides non-personal services to provide technical, analytical, financial, administrative, and specialized support to the Office of the Assistant Secretary of Defense for Research and Engineering; and the Office of the Deputy Assistant Secretary of Defense for Research. Work will be performed in Washington, District of Columbia; and Alexandria, Virginia, with an expected completion date of Oct. 16, 2022. For the base funding, fiscal 2017 research, development, test and evaluation funds in the amount of $3,560,000 were obligated; for follow-on funding, fiscal 2018 research, development, test and evaluation funds in the amount of $10,939,589 were obligated. This contract was competitively procured, with four proposals received. The Washington Headquarters Services, Acquisition Directorate, Arlington, Virginia, is the contracting activity (HQ0034-15-A-0041).  Awarded Feb. 15, 2018.",14499589,f,,78d30128-5824-4030-9af5-ad02743c2ae3,2018-05-22 20:00:00-04,2018-05-25 13:17:03.149-04,2018-05-25 13:17:03.158-04
97ec4eba-9cf0-4938-b26a-a52f4ace73fe,"Raytheon Co., El Segundo, California, has been awarded an estimated $7,200,000 requirements contract action for systems sustainment. This contract provides for additional national stock numbers to be added to the existing corporate contract (FA8522-15-D-0005) for repairs, spares and support services for line repairable units and shop replaceable units to support the APX 114 and APX 119 system. Work will be performed at one of the contractor",7200000,f,,1eb98c97-72db-4723-881b-abd732de4314,2018-05-22 20:00:00-04,2018-05-25 13:17:04.433-04,2018-05-25 13:17:04.441-04
d0c492d1-58eb-43ef-9595-3e4a1b458999,"Northrop Grumman Systems Corp., Azusa, California has been awarded a $7,138,693 firm-fixed-price and cost-reimbursement contract modification (P00008) to a previously awarded contract (FA8803-17-C-0001) for Defense Meteorological Satellite Program sensor sustainment. This contract modification provides for the exercise of an option for sensor sustainment of the Defense Meteorological Satellite Program on-orbit constellation being provided under the basic contract. Work will be performed in Azusa, California; Baltimore, Maryland; Boulder, Colorado; and Dallas, Texas, and is expected to be completed by May 31, 2019. Fiscal 2018 operations and maintenance funds are being obligated at the time of award. The total cumulative face value of the contract is $14,161,180. The Space and Missile Systems Center, Los Angeles Air Force Base, California, is the contracting activity.",7138693,f,,1eb98c97-72db-4723-881b-abd732de4314,2018-05-22 20:00:00-04,2018-05-25 13:17:05.83-04,2018-05-25 13:17:05.838-04
76d7e13d-42ff-4a91-b763-8ea03273f178,"Defense Systems and Solutions,* Huntsville, Alabama, was awarded a $2,560,000,000 hybrid (cost-plus-fixed-fee; cost-plus-incentive-fee; firm-fixed-price; and fixed-price-incentive) contract for technical support of the Aviation and Missile Research, Development, Engineering Center",2560000000,f,,b58452cc-2990-41f2-9076-8d78dfb46fec,2018-05-21 20:00:00-04,2018-05-25 13:17:22.083-04,2018-05-25 13:17:22.092-04
24cca714-9979-4e7e-86b2-c57c90910314,"Oshkosh Defense LLC, Oshkosh, Wisconsin, was awarded an $182,433,471 modification (0029) to contract W56HZV-15-D-0031 for recapitalized Heavy Expanded Mobility Tactical trucks, palletized load system (PLS) trucks, PLS trailers, and container transfer enhancement upgrade of M1076A0 PLSTs on the family of heavy tactical vehicles. Work will be performed in Oshkosh, Wisconsin, with an estimated completion date of Dec. 31, 2019. Fiscal 2016, 2017 and 2018 other procurement (Army) funds in the amount of $182,433,471 were obligated at the time of the award. U.S. Army Contracting Command, Warren, Michigan, is the contracting activity.",182433471,f,,b58452cc-2990-41f2-9076-8d78dfb46fec,2018-05-21 20:00:00-04,2018-05-25 13:17:23.146-04,2018-05-25 13:17:23.152-04
ff131504-711d-4f0d-85ca-4900f1790ffb,"Griffon Aerospace Inc.,* Madison, Alabama (W31P4Q-18-D-0029); Kord Technologies Inc.,* Huntsville, Alabama (W31P4Q-18-D-0030); Kratos Defense & Rocket Support Services Inc., San Diego, California (W31P4Q-18-D-0031); and Trideum Corp.,* Huntsville, Alabama (W31P4Q-18-D-0032), will compete for each order of the $93,376,751 cost-plus-fixed-fee contract for Aerial Target Systems 2 research, development, test and evaluation. Bids were solicited via the Internet with four received. Work locations and funding will be determined with each order, with an estimated completion date of May 21, 2023. U.S. Army Contracting Command, Redstone Arsenal, Alabama, is the contracting activity.",93376751,f,,b58452cc-2990-41f2-9076-8d78dfb46fec,2018-05-21 20:00:00-04,2018-05-25 13:17:24.957-04,2018-05-25 13:17:24.968-04
fc4e1d1e-e6bc-4eca-9b60-9e3854f90256,"Oshkosh Defense LLC, Oshkosh, Wisconsin, was awarded a $52,768,224 modification (0028) to contract W56HZV-15-D-0031 for recapitalized Heavy Expanded Mobility Tactical trucks, palletized load system (PLS) trucks, PLS trailers, and container transfer enhancement upgrade of M1076A0 PLSTs on the family of heavy tactical vehicles. Work will be performed in Oshkosh, Wisconsin, with an estimated completion date of Oct. 31, 2019. Fiscal 2018 other procurement (Army) funds in the amount of $52,768,224 were obligated at the time of the award. U.S. Army Contracting Command, Warren, Michigan, is the contracting activity.",52768224,f,,b58452cc-2990-41f2-9076-8d78dfb46fec,2018-05-21 20:00:00-04,2018-05-25 13:17:25.683-04,2018-05-25 13:17:25.69-04
fbb4b413-2619-4877-ae4c-6b3231099273,"Lockheed Martin Corp., Dallas, Texas, was awarded a $46,607,974 modification (0003) to contract W31P4Q-17-G-0001 for post-deployment build-8.1 Phased Array Tracking to Intercept Of Target Advanced Capability-3 system ground and flight test support. Work will be performed in Dallas, Texas, with an estimated completion date of April 30, 2022. Fiscal 2018 research, development, test and evaluation funds in the amount of $1,710,000 were obligated at the time of the award. U.S. Army Contracting Command, Red Stone Arsenal, Alabama, is the contracting activity.",46607974,f,,b58452cc-2990-41f2-9076-8d78dfb46fec,2018-05-21 20:00:00-04,2018-05-25 13:17:26.492-04,2018-05-25 13:17:26.498-04
dc8c0beb-6d3d-43e4-9877-38d49b181d24,"General Dynamics Ordnance and Tactical Systems, St. Petersburg, Florida, was awarded a $33,813,837 modification (BR01) to contract H92222-13-D-0013 for procurement of Army ground mobility vehicles 1.1 and associated kits. Work will be performed in St. Petersburg, Florida, with an estimated completion date of March 29, 2019. Fiscal 2017 and 2018 other procurement (Army) funds in the amount of $33,813,837 were obligated at the time of the award. U.S. Army Contracting Command, Warren, Michigan, is the contracting activity.",33813837,f,,b58452cc-2990-41f2-9076-8d78dfb46fec,2018-05-21 20:00:00-04,2018-05-25 13:17:27.593-04,2018-05-25 13:17:27.61-04
8ba50942-3719-4332-bdc4-17a1e044fbe8,"I.E. Pacific Inc.,* Escondido, California, was awarded a $22,414,000 firm-fixed-price contract for a new flight line fire station at Edwards Air Force Base, California. Bids were solicited via the Internet with eight received. Work will be performed in Edwards Air Force Base, California, with an estimated completion date of May 22, 2020. Fiscal 2014 military construction funds in the amount of $22,414,000 were obligated at the time of the award. U.S. Army Corps of Engineers, Los Angeles, California, is the contracting activity (W912PL-18-C-0024).",22414000,f,,b58452cc-2990-41f2-9076-8d78dfb46fec,2018-05-21 20:00:00-04,2018-05-25 13:17:28.668-04,2018-05-25 13:17:28.677-04
